1,vl bot chán v,2021,2,27,14,9,33
0,gay laa gi,2021,2,27,14,12,46
0,hihihi,2021,2,27,14,12,47
0,vl,2021,2,27,14,12,48
0,chán fb quá,2021,2,27,14,12,48
1,ok de doc sach thu,2021,2,27,14,12,51
1,thu lai ne,2021,2,27,14,12,52
0,quao,2021,2,27,14,12,53
0,ok mat ho luon song,2021,2,27,14,14,0
0,thu lai,2021,2,27,14,51,31
0,"no, ko phai tuesday",2021,2,27,14,51,44
0,hello,2021,2,27,16,23,51
0,hom nay nhu nao,2021,2,27,16,46,1
0,hihi qq,2021,2,27,16,57,19
0,vl,2021,2,27,16,57,24
1,co gi ra 1 ko,2021,2,27,16,57,28
0,hello,2021,2,28,16,56,41
0,hom nay tui bun,2021,2,28,16,59,11
0,cung ko chac,2021,2,28,16,59,13
1,co the dui,2021,2,28,16,59,18
1,ok lun,2021,2,28,17,0,21
0,italk vjp,2021,2,28,17,0,44
1,ke chuyen di,2021,2,28,17,5,42
1,co gi vui ko,2021,2,28,17,5,46
1,ko co gi,2021,2,28,17,6,14
0,chan vc,2021,2,28,17,8,12
0,vc,2021,2,28,17,10,16
0,sao do r,2021,2,28,17,10,17
1,ok,2021,2,28,17,12,6
0,thu lai,2021,2,28,17,12,7
0,lan nua,2021,2,28,17,12,8
0,ko,2021,2,28,17,12,9
0,haiz,2021,2,28,17,12,10
0,ko sao,2021,2,28,17,12,11
1,ko co gif,2021,2,28,17,12,12
0,vl sai chinh ta,2021,2,28,17,12,13
0,cung rep,2021,2,28,17,12,14
0,lo,2021,2,28,17,20,13
0,hi,2021,2,28,17,20,58
1,thu laij ne,2021,2,28,17,22,4
0,vcl,2021,2,28,17,23,41
0,~~~,2021,2,28,17,24,36
0,hi,2021,2,28,17,25,42
0,hello,2021,2,28,17,25,44
1,sao loi ko v,2021,2,28,17,26,19
0,vcl,2021,2,28,17,26,21
0,vcl,2021,2,28,17,27,12
0,thu lai lan nua,2021,2,28,17,27,13
0,sao do cmnr,2021,2,28,17,28,59
0,zoo,2021,2,28,17,29,25
0,dc r,2021,2,28,17,29,37
0,ayo,2021,2,28,17,29,41
0,hello,2021,2,28,17,37,59
0,yoyo,2021,2,28,17,38,5
0,lo,2021,2,28,17,58,15
0,hey,2021,2,28,17,58,17
0,aha,2021,2,28,17,58,18
0,hihi,2021,2,28,17,58,20
0,qia,2021,2,28,17,58,21
0,shit,2021,2,28,17,58,23
0,quao,2021,2,28,17,58,25
0,sdaf,2021,2,28,17,58,25
0,ada,2021,2,28,17,58,26
0,hey,2021,2,28,18,3,14
1,thu lai ne,2021,2,28,18,3,54
1,tieng viet ne,2021,2,28,18,3,55
1,ok,2021,2,28,18,6,10
0,chao ban,2021,2,28,18,8,58
0,minh dung day tu chieu,2021,2,28,18,9,16
1,chao em,2021,2,28,18,11,12
0,anh dung day tu chieu,2021,2,28,18,11,14
1,ngu hojc cl,2021,2,28,18,13,10
0,bruh,2021,2,28,18,13,11
0,buh buh lmao,2021,2,28,18,13,47
0,loo,2021,2,28,18,13,48
0,hi,2021,2,28,18,13,49
0,buh buh,2021,2,28,18,13,50
0,gud,2021,2,28,18,15,51
0,quao,2021,2,28,18,15,52
0,sao ko chay nua,2021,2,28,18,15,54
0,do cmnr,2021,2,28,18,15,55
0,buh,2021,2,28,18,15,56
0,buh,2021,2,28,18,15,57
0,lmao,2021,2,28,18,15,58
0,dak,2021,2,28,18,15,59
0,vl,2021,2,28,18,18,58
0,?,2021,2,28,18,19,7
1,sao them vo dc v,2021,2,28,18,19,11
0,quao,2021,2,28,18,24,42
0,dak,2021,2,28,18,24,47
0,buh,2021,2,28,18,24,59
0,lmao,2021,2,28,18,25,6
0,dak,2021,2,28,18,25,22
0,lmao,2021,2,28,18,26,55
0,haiz,2021,2,28,18,26,56
1,ok lun,2021,2,28,18,28,55
1,check,2021,2,28,18,28,56
0,lai,2021,2,28,18,28,57
1,ne,2021,2,28,18,28,58
0,hihi,2021,2,28,18,29,11
1,ko co gi,2021,2,28,18,29,13
1,ki v,2021,2,28,18,31,29
0,sao ko vo dc,2021,2,28,18,33,23
0,??,2021,2,28,18,33,24
0,dasd,2021,2,28,18,33,25
0,vl,2021,2,28,18,33,27
1,sao ngu v,2021,2,28,18,33,28
0,?,2021,2,28,18,33,30
0,quao,2021,2,28,18,35,30
1,sao ngu n,2021,2,28,18,35,32
0,chán,2021,2,28,18,37,27
0,hey,2021,2,28,18,37,29
0,shit,2021,2,28,18,37,30
0,ayyo,2021,2,28,18,43,39
0,yooo,2021,2,28,18,45,42
0,ayy,2021,2,28,18,45,43
0,??,2021,2,28,18,45,45
0,shit,2021,2,28,18,45,47
0,vl,2021,2,28,18,45,47
0,zoo,2021,2,28,18,45,49
1,lai ne,2021,2,28,18,45,50
0,hihi,2021,2,28,18,49,18
0,?,2021,2,28,18,49,19
0,???,2021,2,28,18,49,20
0,hi,2021,2,28,18,51,11
0,lo,2021,2,28,18,51,17
0,hii,2021,2,28,18,53,25
0,hello,2021,2,28,18,56,46
0,hi,2021,2,28,18,58,13
